EPOCH,LOSS,BASE_LOSS,PAIR_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.7491681575775146,0.7390115261077881,0.010156636126339436,0.5268041125541125,0.5466082251082252,0.507
10,0.7320788502693176,0.644115149974823,0.08796372264623642,0.6344498106060605,0.6710035173160173,0.5978961038961039
20,0.5530297160148621,0.5112987756729126,0.04173092916607857,0.6545228324915824,0.6836950156325156,0.6253506493506493
30,0.47534799575805664,0.4443001449108124,0.031047862023115158,0.6579178240740741,0.6964070767195767,0.6194285714285714
40,0.44957494735717773,0.4208916127681732,0.028683345764875412,0.6593005050505052,0.7058477633477634,0.6127532467532468
50,0.43418750166893005,0.4080115258693695,0.02617597207427025,0.6658525883838384,0.7126662157287158,0.619038961038961
60,0.4258793592453003,0.399345725774765,0.026533644646406174,0.6688279671717172,0.7126948953823954,0.6249610389610389
70,0.418342649936676,0.3912299871444702,0.027112647891044617,0.6725594486531987,0.7155864297739298,0.6295324675324676
80,0.41326409578323364,0.3852851986885071,0.02797890454530716,0.6678680555555556,0.7123075396825397,0.6234285714285714
90,0.4090835154056549,0.38044145703315735,0.028642071411013603,0.6650949074074073,0.7090469576719576,0.6211428571428571
100,0.40561729669570923,0.37632015347480774,0.029297146946191788,0.666517361111111,0.7107490079365079,0.6222857142857143
110,0.40267738699913025,0.3727090060710907,0.0299683827906847,0.663815340909091,0.7100722402597403,0.6175584415584416
120,0.40014973282814026,0.3696082830429077,0.03054143860936165,0.6619054082491583,0.7085900372775374,0.6152207792207792
130,0.3979579508304596,0.36690554022789,0.031052403151988983,0.6605385101010101,0.7087133838383838,0.6123636363636363
140,0.39604252576828003,0.3645075857639313,0.03153492510318756,0.6613213383838384,0.7081751443001444,0.6144675324675325
150,0.39436081051826477,0.3623749315738678,0.03198586776852608,0.6614729587542088,0.708478385040885,0.6144675324675325
160,0.39287737011909485,0.36046695709228516,0.03241042420268059,0.6583440656565657,0.7077530663780665,0.6089350649350649
170,0.39156389236450195,0.358756959438324,0.03280694782733917,0.6584829545454546,0.7080308441558443,0.6089350649350649
180,0.3903968930244446,0.35721802711486816,0.03317885845899582,0.6568232323232324,0.706997113997114,0.6066493506493507
190,0.3893567621707916,0.3558286130428314,0.03352814167737961,0.655958648989899,0.706982233044733,0.6049350649350649
200,0.3884269893169403,0.3545703887939453,0.03385661169886589,0.6541669823232323,0.7051131854256854,0.6032207792207792
210,0.3875937759876251,0.353428453207016,0.03416532278060913,0.6533102904040404,0.7043088924963925,0.6023116883116884
220,0.386845201253891,0.35238954424858093,0.034455668181180954,0.6538695286195286,0.7045182780182779,0.6032207792207792
230,0.3861711919307709,0.3514420688152313,0.03472913056612015,0.6548637415824916,0.7053638468013469,0.6043636363636364
240,0.3855629861354828,0.3505765497684479,0.03498644754290581,0.6546010101010101,0.7048383838383838,0.6043636363636364
250,0.3850131034851074,0.34978434443473816,0.03522874787449837,0.6542642045454545,0.7058790584415585,0.6026493506493507
260,0.3845149874687195,0.34905797243118286,0.035457007586956024,0.6538510101010102,0.7050526695526697,0.6026493506493507
270,0.3840630054473877,0.3483909070491791,0.03567209839820862,0.653433186026936,0.7053598785473786,0.6015064935064935
280,0.3836522102355957,0.3477773368358612,0.0358748622238636,0.6558176557239057,0.707219727032227,0.6044155844155844
290,0.3832781910896301,0.3472121059894562,0.03606608137488365,0.6563560606060606,0.7073874458874458,0.6053246753246753
300,0.38293713331222534,0.34669068455696106,0.03624645620584488,0.6587127525252525,0.7091917388167387,0.6082337662337662
310,0.3826257288455963,0.3462090492248535,0.0364166684448719,0.6584210858585859,0.7097512626262626,0.6070909090909091
320,0.3823409080505371,0.34576356410980225,0.03657733276486397,0.6574453914141414,0.7089427308802309,0.6059480519480519
330,0.3820800483226776,0.3453510105609894,0.03672903776168823,0.6573701599326599,0.7087922679172679,0.6059480519480519
340,0.38184088468551636,0.3449685871601105,0.03687230125069618,0.6555470328282829,0.7080551046176047,0.603038961038961
350,0.38162118196487427,0.34461355209350586,0.037007637321949005,0.655001893939394,0.708107683982684,0.6018961038961039
360,0.38141918182373047,0.34428367018699646,0.03713550046086311,0.6548410143097643,0.7077859247234247,0.6018961038961039
370,0.38123318552970886,0.34397685527801514,0.037256330251693726,0.6554521254208754,0.709008146945647,0.6018961038961039
380,0.3810616433620453,0.3436911106109619,0.03737052157521248,0.6555609217171717,0.7092257395382395,0.6018961038961039
390,0.38090333342552185,0.34342485666275024,0.03747846558690071,0.6559220328282829,0.7099479617604617,0.6018961038961039
400,0.38075700402259827,0.3431764841079712,0.03758050873875618,0.6559914772727273,0.7100868506493506,0.6018961038961039
410,0.3806214928627014,0.34294450283050537,0.03767698258161545,0.6566373106060606,0.7102356601731602,0.603038961038961
420,0.38049593567848206,0.3427277207374573,0.03776820749044418,0.6563873106060607,0.7097356601731603,0.603038961038961
430,0.38037940859794617,0.3425249457359314,0.03785447031259537,0.6562206439393938,0.7094023268398267,0.603038961038961
