EPOCH,LOSS,BASE_LOSS,PAIR_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.7390115261077881,0.7390115261077881,0.0,0.524333603896104,0.5486672077922078,0.5
10,0.6054681539535522,0.6054681539535522,0.0,0.6345328282828282,0.6709617604617604,0.5981038961038961
20,0.48712122440338135,0.48712122440338135,0.0,0.664678345959596,0.6881878607503608,0.641168831168831
30,0.4206174910068512,0.4206174910068512,0.0,0.6617766203703703,0.7029818121693122,0.6205714285714286
40,0.395490825176239,0.395490825176239,0.0,0.6655115740740741,0.7115945767195768,0.6194285714285714
50,0.37952855229377747,0.37952855229377747,0.0,0.6658803661616162,0.7144360569985571,0.6173246753246754
60,0.36905473470687866,0.36905473470687866,0.0,0.6682743055555556,0.7119771825396826,0.6245714285714286
70,0.3611838221549988,0.3611838221549988,0.0,0.6711145833333333,0.7148005952380951,0.6274285714285714
80,0.35487163066864014,0.35487163066864014,0.0,0.6702231691919192,0.7133554292929293,0.627090909090909
90,0.3496445417404175,0.3496445417404175,0.0,0.6698402777777778,0.7116805555555555,0.628
100,0.3452046811580658,0.3452046811580658,0.0,0.6685113636363637,0.712788961038961,0.6242337662337663
110,0.34137436747550964,0.34137436747550964,0.0,0.6697868265993265,0.7141970298220297,0.6253766233766234
120,0.33802297711372375,0.33802297711372375,0.0,0.6713206018518518,0.7152126322751323,0.6274285714285714
130,0.33506664633750916,0.33506664633750916,0.0,0.668238005050505,0.7145799062049062,0.621896103896104
140,0.33244386315345764,0.33244386315345764,0.0,0.6670319865319865,0.715025012025012,0.619038961038961
150,0.330104261636734,0.330104261636734,0.0,0.6671303661616161,0.7135074855699856,0.6207532467532467
160,0.32800808548927307,0.32800808548927307,0.0,0.6679440235690236,0.7139919432419433,0.621896103896104
170,0.3261224925518036,0.3261224925518036,0.0,0.6657310606060607,0.7129945887445888,0.6184675324675325
180,0.3244204819202423,0.3244204819202423,0.0,0.6658386994949494,0.7132098665223664,0.6184675324675325
190,0.3228793144226074,0.3228793144226074,0.0,0.665845643939394,0.7132237554112555,0.6184675324675325
200,0.321479856967926,0.321479856967926,0.0,0.6675113636363637,0.713646103896104,0.6213766233766234
210,0.3202056884765625,0.3202056884765625,0.0,0.6663400673400672,0.713017797017797,0.6196623376623376
220,0.3190428912639618,0.3190428912639618,0.0,0.6658481691919191,0.7131768578643577,0.6185194805194805
230,0.3179793655872345,0.3179793655872345,0.0,0.6656597222222222,0.7130337301587302,0.6182857142857143
240,0.31700459122657776,0.31700459122657776,0.0,0.6626581439393939,0.7108487554112554,0.6144675324675325
250,0.3161095678806305,0.3161095678806305,0.0,0.6629463383838384,0.7114251443001444,0.6144675324675325
260,0.315286248922348,0.315286248922348,0.0,0.6618780513468013,0.7104314273689273,0.6133246753246754
270,0.3145276606082916,0.3145276606082916,0.0,0.6613861531986531,0.7105904882154882,0.6121818181818182
280,0.31382763385772705,0.31382763385772705,0.0,0.6609486531986533,0.7108583453583454,0.611038961038961
290,0.31318071484565735,0.31318071484565735,0.0,0.6618606902356903,0.7115395622895623,0.6121818181818182
300,0.3125821053981781,0.3125821053981781,0.0,0.6618317550505051,0.7114816919191919,0.6121818181818182
310,0.3120274543762207,0.3120274543762207,0.0,0.6631641414141414,0.7112373737373737,0.6150909090909091
320,0.31151285767555237,0.31151285767555237,0.0,0.6658094486531987,0.7106578583453583,0.6209610389610389
330,0.3110349476337433,0.3110349476337433,0.0,0.6641126893939395,0.7106929112554113,0.6175324675324676
340,0.31059062480926514,0.31059062480926514,0.0,0.664437920875421,0.7102005170755171,0.6186753246753247
350,0.31017711758613586,0.31017711758613586,0.0,0.6645247264309765,0.7103741281866283,0.6186753246753247
360,0.3097918629646301,0.3097918629646301,0.0,0.6641775042087543,0.710822540885041,0.6175324675324676
370,0.30943262577056885,0.30943262577056885,0.0,0.6641948653198653,0.710857263107263,0.6175324675324676
380,0.3090973496437073,0.3090973496437073,0.0,0.6640976430976431,0.7106628186628187,0.6175324675324676
390,0.3087841868400574,0.3087841868400574,0.0,0.6616701388888888,0.7096259920634921,0.6137142857142857
400,0.30849140882492065,0.30849140882492065,0.0,0.6608229166666666,0.7090744047619048,0.6125714285714285
410,0.30821749567985535,0.30821749567985535,0.0,0.6612768308080808,0.7090731421356421,0.6134805194805195
420,0.30796101689338684,0.30796101689338684,0.0,0.6612872474747475,0.7090939754689756,0.6134805194805195
430,0.30772069096565247,0.30772069096565247,0.0,0.6606772937710437,0.7090169252044252,0.6123376623376623
440,0.3074953258037567,0.3074953258037567,0.0,0.6600590277777778,0.7086894841269841,0.6114285714285714
450,0.3072839081287384,0.3072839081287384,0.0,0.6597430555555557,0.7092003968253969,0.6102857142857143
460,0.3070853352546692,0.3070853352546692,0.0,0.6598611111111112,0.709436507936508,0.6102857142857143
470,0.3068988025188446,0.3068988025188446,0.0,0.6608564814814815,0.7114272486772487,0.6102857142857143
480,0.30672338604927063,0.30672338604927063,0.0,0.6603956228956229,0.7114146224146224,0.6093766233766233
490,0.30655837059020996,0.30655837059020996,0.0,0.6601201599326598,0.7108636964886964,0.6093766233766233
500,0.3064030110836029,0.3064030110836029,0.0,0.6600680765993265,0.7107595298220298,0.6093766233766233
510,0.30625665187835693,0.30625665187835693,0.0,0.6600472432659932,0.7107178631553631,0.6093766233766233
520,0.3061186671257019,0.3061186671257019,0.0,0.6595576599326599,0.7108815536315536,0.6082337662337662
530,0.30598852038383484,0.30598852038383484,0.0,0.6597139099326599,0.7111940536315536,0.6082337662337662
540,0.30586570501327515,0.30586570501327515,0.0,0.6581430976430975,0.7109615199615199,0.6053246753246753
550,0.30574971437454224,0.30574971437454224,0.0,0.6584359217171718,0.7115471681096682,0.6053246753246753
560,0.3056401014328003,0.3056401014328003,0.0,0.657519255050505,0.7114281204906204,0.6036103896103896
570,0.3055364787578583,0.3055364787578583,0.0,0.6575713383838384,0.7115322871572872,0.6036103896103896
580,0.30543842911720276,0.30543842911720276,0.0,0.656066287878788,0.7111975108225108,0.600935064935065
590,0.3053455650806427,0.3053455650806427,0.0,0.656021148989899,0.7111072330447331,0.600935064935065
600,0.305257648229599,0.305257648229599,0.0,0.6550535563973063,0.710314905002405,0.5997922077922078
610,0.3051742613315582,0.3051742613315582,0.0,0.6556993897306398,0.7104637145262146,0.600935064935065
620,0.3050951659679413,0.3050951659679413,0.0,0.6557526304713805,0.7105701960076961,0.600935064935065
630,0.30502015352249146,0.30502015352249146,0.0,0.6557526304713805,0.7105701960076961,0.600935064935065
640,0.3049488365650177,0.3049488365650177,0.0,0.6557526304713805,0.7105701960076961,0.600935064935065
650,0.30488112568855286,0.30488112568855286,0.0,0.6563845749158249,0.7106912277537277,0.6020779220779221
660,0.30481669306755066,0.30481669306755066,0.0,0.6563672138047137,0.7106565055315054,0.6020779220779221
670,0.30475541949272156,0.30475541949272156,0.0,0.6563672138047137,0.7106565055315054,0.6020779220779221
680,0.3046970069408417,0.3046970069408417,0.0,0.6579391835016836,0.7108913540163541,0.6049870129870131
690,0.3046414256095886,0.3046414256095886,0.0,0.6586104797979799,0.7122339466089467,0.6049870129870131
700,0.3045884072780609,0.3045884072780609,0.0,0.6587493686868688,0.7125117243867245,0.6049870129870131
710,0.304537832736969,0.304537832736969,0.0,0.6587493686868688,0.7125117243867245,0.6049870129870131
720,0.3044895529747009,0.3044895529747009,0.0,0.6587725168350169,0.7125580206830207,0.6049870129870131
730,0.30444344878196716,0.30444344878196716,0.0,0.6597725168350168,0.712843734968735,0.6067012987012987
740,0.30439937114715576,0.30439937114715576,0.0,0.6598975168350169,0.713093734968735,0.6067012987012987
750,0.3043572008609772,0.3043572008609772,0.0,0.6582005471380472,0.7126088864838865,0.6037922077922078
760,0.30431681871414185,0.30431681871414185,0.0,0.658265361952862,0.7127385161135161,0.6037922077922078
770,0.30427825450897217,0.30427825450897217,0.0,0.658265361952862,0.7127385161135161,0.6037922077922078
780,0.3042681813240051,0.3042681813240051,0.0,0.6579598063973064,0.712127405002405,0.6037922077922078
790,0.3187046945095062,0.3187046945095062,0.0,0.6581160563973063,0.7112970478595478,0.6049350649350649
800,0.304534912109375,0.304534912109375,0.0,0.6578035563973064,0.711814905002405,0.6037922077922078
810,0.30443504452705383,0.30443504452705383,0.0,0.6578521675084175,0.7119121272246272,0.6037922077922078
820,0.3047444224357605,0.3047444224357605,0.0,0.657109111952862,0.7115688732563733,0.6026493506493507
830,0.3042681813240051,0.3042681813240051,0.0,0.657171611952862,0.7116938732563733,0.6026493506493507
840,0.3040825128555298,0.3040825128555298,0.0,0.6579910563973064,0.712189905002405,0.6037922077922078
850,0.3040434420108795,0.3040434420108795,0.0,0.6582225378787878,0.712652867965368,0.6037922077922078
860,0.30401280522346497,0.30401280522346497,0.0,0.6581704545454545,0.7125487012987013,0.6037922077922078
870,0.3039751350879669,0.3039751350879669,0.0,0.6583926767676767,0.7129931457431457,0.6037922077922078
880,0.3039475083351135,0.3039475083351135,0.0,0.6572260101010101,0.7123740981240981,0.6020779220779221
890,0.3039223253726959,0.3039223253726959,0.0,0.6572260101010101,0.7123740981240981,0.6020779220779221
900,0.30389827489852905,0.30389827489852905,0.0,0.65725726010101,0.7124365981240981,0.6020779220779221
910,0.30387625098228455,0.30387625098228455,0.0,0.6572260101010101,0.7123740981240981,0.6020779220779221
920,0.3038580119609833,0.3038580119609833,0.0,0.6567815656565656,0.7126280663780663,0.600935064935065
930,0.30404821038246155,0.30404821038246155,0.0,0.6575697601010101,0.7130615981240981,0.6020779220779221
940,0.3091977536678314,0.3091977536678314,0.0,0.6578544823232324,0.7124881854256855,0.6032207792207792
950,0.30522653460502625,0.30522653460502625,0.0,0.6565211489898991,0.7121072330447332,0.600935064935065
960,0.3039025068283081,0.3039025068283081,0.0,0.6573753156565656,0.7126727092352092,0.6020779220779221
970,0.30377617478370667,0.30377617478370667,0.0,0.6567919823232324,0.7126488997113998,0.600935064935065
980,0.3037946820259094,0.3037946820259094,0.0,0.656535037878788,0.7121350108225108,0.600935064935065
990,0.30381688475608826,0.30381688475608826,0.0,0.6539952651515151,0.7120165043290042,0.5959740259740259
1000,0.3037129342556,0.3037129342556,0.0,0.6545681818181819,0.7120194805194805,0.5971168831168832
