DATASET,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,0.36763636363636365,0.4114285714285715,0.36,0.625896103896104
phone_factorial_1200_v1,0.4482857142857143,0.3075,0.36250000000000004,0.6056071428571428
yue_cross_component_audit_v1,0.3138586956521739,0.5,0.19354838709677422,0.6850061360448808
