EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS,MEAN_FILE_EER,MEAN_MUSIC_EER
0,0.4302650488348916,0.7357357374768089,0.7695560966810967,0.6607532467532468,0.2123409090909091,0.1837329931972789
2,0.12318945240336361,0.765103683518862,0.791511544011544,0.6874025974025975,0.19053463203463203,0.15608843537414968
4,0.09664012169509192,0.7517983244434137,0.7954028679653681,0.6677922077922078,0.18878896103896103,0.15316326530612248
6,0.06640149875210875,0.775409950912183,0.8034102633477634,0.7047532467532468,0.18317424242424243,0.1445578231292517
8,0.056481353111818004,0.7819136035095857,0.8072266414141415,0.7158181818181818,0.17670670995670995,0.14610544217687077
10,0.05385415392803811,0.7769916318800247,0.8095974025974025,0.6995844155844155,0.17728030303030304,0.12490646258503402
12,0.04946372638925832,0.7657019171304886,0.7939514790764791,0.7037922077922079,0.1924199134199134,0.1510544217687075
14,0.04019810981026002,0.7859526225262832,0.8123722041847041,0.7184415584415584,0.18198268398268397,0.12451530612244899
16,0.03822745960211873,0.787410730390641,0.8117442580567581,0.7218961038961039,0.18386868686868688,0.12511054421768705
18,0.0374010873416818,0.7599263038548754,0.7982711640211639,0.6845714285714286,0.19103174603174605,0.14295918367346938
20,0.03323390987636667,0.784500425170068,0.8096349206349206,0.7171428571428571,0.18101190476190476,0.12954931972789116
22,0.027057571105620102,0.7906705125231912,0.8122990620490621,0.716961038961039,0.18105194805194805,0.12644557823129254
24,0.028606622699008617,0.8032994163574521,0.8134099927849928,0.7413766233766234,0.18037878787878786,0.12255102040816326
26,0.02469208776204927,0.7850554331581117,0.8185536916786917,0.712961038961039,0.17537734487734485,0.1258503401360544
28,0.021590103256223146,0.7874364177489177,0.8170937950937952,0.7178961038961039,0.1744242424242424,0.12357142857142857
30,0.021051208863041532,0.7968033008658008,0.819620670995671,0.7279740259740259,0.17142748917748918,0.11982142857142856
32,0.02234787151955163,0.7910237579880437,0.8085556758056759,0.7203896103896104,0.18347258297258298,0.13195578231292518
34,0.016682780979879932,0.8164653389764998,0.8242443181818183,0.759090909090909,0.16728354978354978,0.11415816326530613
36,0.01638618914800144,0.8031575802669553,0.8218344456469456,0.7341038961038961,0.1667463924963925,0.11797619047619047
38,0.015028779367758533,0.795247822613894,0.8237124218374219,0.7192467532467532,0.1654963924963925,0.11653061224489795
40,0.013560197167285456,0.787110260770975,0.8148339947089948,0.7131428571428572,0.1767063492063492,0.11709183673469388
42,0.012424514441671612,0.8047691519789735,0.8129121572871574,0.7323896103896105,0.1683138528138528,0.12772108843537414
44,0.009521723421154192,0.8063200886415172,0.8272650312650313,0.7387012987012989,0.16220382395382396,0.11257653061224492
46,0.00878984439541621,0.7920125038651824,0.8176558441558441,0.724935064935065,0.17081277056277053,0.12483843537414965
48,0.0077143398386501656,0.8036389565295816,0.8270311748436749,0.7375064935064934,0.1619040404040404,0.11196428571428572
50,0.006517031842932138,0.8011138167388168,0.8268614117364117,0.7279740259740259,0.1625981240981241,0.11154761904761905
52,0.00553678174646824,0.7961276186611008,0.8228631854256855,0.7232207792207792,0.16581277056277055,0.11693877551020411
54,0.005639536699595916,0.8086952754586683,0.8224714405964407,0.7464675324675324,0.1714877344877345,0.1103231292517007
