DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.27236363636363636,0.2628571428571429,0.28,0.7272467532467533
phone_factorial_1200_v1,clean,0.14171428571428574,0.25749999999999995,0.05500000000000002,0.8611428571428571
yue_cross_component_audit_v1,clean,0.24456521739130432,0.2958333333333334,0.14516129032258063,0.775002337540907
