EPOCH,LOSS,SELECTION,POOLED_DEVELOPMENT_ADS,MEAN_NORMALIZED_DOMAIN_ADS,WORST_NORMALIZED_DOMAIN_ADS,LOSS_VOICE,LOSS_MUSIC,LOSS_FILE,LOSS_RESIDUAL,LOSS_RANK_VOICE,LOSS_RANK_MUSIC,LOSS_RANK_FILE,LOSS_RANKING,LOSS_QUARTET_INVARIANCE,LOSS_QUARTET_LATENT_INVARIANCE,LOSS_AUC_RANKING,LOSS_LOGIT_CONSISTENCY,LOSS_LATENT_CONSISTENCY,LOSS_GROUP_DRO,VOICE_RESIDUAL_STD,VOICE_RESIDUAL_MEAN,VOICE_RESIDUAL_SATURATION,MUSIC_RESIDUAL_STD,MUSIC_RESIDUAL_MEAN,MUSIC_RESIDUAL_SATURATION,FILE_RESIDUAL_STD,FILE_RESIDUAL_MEAN,FILE_RESIDUAL_SATURATION
0,,0.8205834206792086,0.8479999817398483,0.8616121113734749,0.7405454545454545,,,,,,,,,,,,,,,,,,,,,,,
2,0.16205629308833114,0.81124595885372,0.8347851115851129,0.8496769070575888,0.7158888888888888,0.6672564743651976,0.119167775017631,0.16340004382145346,1.0572969956481042,0.40127950903046783,0.005022315156127127,0.15342431369965054,0.005022315156127127,0.4157478682770954,2.429306384935901,0.016100964530090807,0.12478463260042226,0.2647398679855451,0.061768584962313376,0.30741882826736366,-0.010757432679623029,0.0,0.998037263583313,1.4246311857674259,0.34804457067948436,0.22673561976003298,0.09684770202461258,0.0
4,0.15886638918659876,0.8045574828776485,0.8297447173745931,0.8444511019283748,0.7243333333333333,0.6528729740437583,0.11732949102436428,0.17223879251981256,1.0884324893429504,0.41922291670346734,0.003411000183495619,0.16374798843739044,0.003411000183495619,0.42430781947439583,2.3225696279634884,0.012871613954217057,0.11512205596846431,0.25358948474796256,0.055675755980637724,0.1513453939859116,-0.024892380662896885,0.0,1.2093223520282628,1.26545028957193,0.3904304129342364,0.13192985201426483,0.028319023316153803,0.0
6,0.16874206943706196,0.8078222693069463,0.8287707243507452,0.8440173570116752,0.7267777777777777,0.6489537329556634,0.12067903870651822,0.16640494029913375,1.0656450362644385,0.4100895507715235,0.003464128702777016,0.16533826933756693,0.003464128702777016,0.4045620856630565,2.2689211454557543,0.015041383776080502,0.1359672523841567,0.2448499476657578,0.08578427662072119,0.09179601634331161,-0.023600153679721812,0.0,1.1383366716715242,1.1256557802254556,0.20122350884859078,0.06900569134995081,-0.0059565519166119175,0.0
8,0.16390449423668094,0.8095640792922908,0.8303780713772413,0.8485108963006691,0.723,0.6427169488626823,0.11723134959780813,0.16613654956741822,1.10220792540291,0.41155005404330847,0.0031985467750674343,0.1662672934426631,0.0031985467750674343,0.4114551481203248,2.2190820264102813,0.01208683651033847,0.1387013642852162,0.27246601846152707,0.07324702030267251,0.0696944753735767,-0.009378207841702294,0.0,1.098468491296707,1.2908473635387014,0.3054402447017697,0.052248246802043916,0.005705740528510017,0.0
