EPOCH,LOSS,SELECTION,MEAN_EER,WORST_EER
1,0.45543689441680907,0.6206462585034014,0.3249574829931973,0.43374999999999997
2,0.2659644967019558,0.6886054421768707,0.25653911564625853,0.36624999999999996
3,0.1803161787688732,0.7021152210884354,0.26434098639455783,0.3314285714285714
4,0.1475164720416069,0.719515306122449,0.24668367346938777,0.3142857142857143
5,0.11271137683838606,0.7214795918367347,0.24275510204081632,0.3142857142857143
6,0.09944993325695395,0.7331016156462584,0.21951105442176871,0.3142857142857143
7,0.08393974423408508,0.7369770408163265,0.21747448979591835,0.3085714285714286
8,0.07975794092565774,0.7617113095238095,0.19657738095238095,0.28
9,0.07525221781246363,0.7520344387755102,0.19878826530612245,0.29714285714285715
10,0.06804824049398303,0.7550318877551019,0.19850765306122448,0.2914285714285715
11,0.05740694315731525,0.7559162414965988,0.20245323129251697,0.2857142857142857
12,0.054874435307458044,0.7596279761904761,0.20074404761904763,0.28
13,0.04493784334696829,0.7535544217687075,0.18431972789115653,0.3085714285714286
14,0.04695148109830916,0.7549596088435375,0.18722363945578227,0.3028571428571428
15,0.04587478200532496,0.7629336734693877,0.18270408163265306,0.2914285714285715
16,0.043465934187173844,0.7511947278911565,0.19475340136054423,0.3028571428571428
17,0.041515127618797124,0.7615858843537415,0.1911139455782313,0.2857142857142857
18,0.0344569491725415,0.7541624149659865,0.19453231292517006,0.29714285714285715
19,0.03476703887246549,0.7633056972789114,0.18196003401360544,0.2914285714285715
20,0.03428947044303641,0.7677465986394558,0.1787925170068027,0.2857142857142857
21,0.031949099427089095,0.7734736394557824,0.1787670068027211,0.27428571428571424
22,0.027980783364968374,0.7719047619047619,0.1761904761904762,0.28
23,0.030210045913467185,0.7641751700680273,0.18593537414965988,0.2857142857142857
24,0.029815644441870973,0.7587011054421768,0.18545493197278912,0.29714285714285715
25,0.026355538637842985,0.7750807823129253,0.17555272108843537,0.27428571428571424
26,0.026534441870404407,0.7472682823129253,0.19117772108843534,0.3142857142857143
27,0.02636725161038339,0.7705952380952381,0.17880952380952383,0.28
28,0.023709747836226598,0.7632312925170067,0.18210884353741497,0.2914285714285715
29,0.02553731347131543,0.772529761904762,0.1749404761904762,0.28
30,0.019387978326762097,0.7775212585034014,0.17067176870748302,0.27428571428571424
31,0.022123682444216683,0.7695918367346939,0.1751020408163265,0.2857142857142857
32,0.02065882356651127,0.7547725340136054,0.19331207482993198,0.29714285714285715
33,0.024507266570813955,0.7859353741496599,0.15955782312925168,0.26857142857142857
34,0.019173541312804444,0.7457440476190476,0.18851190476190477,0.31999999999999995
35,0.01848352910054382,0.7588010204081632,0.1681122448979592,0.3142857142857143
36,0.023301317143719642,0.7655909863945578,0.1716751700680272,0.29714285714285715
37,0.016144498223206027,0.7678954081632653,0.17849489795918366,0.2857142857142857
38,0.01452591593877878,0.7663562925170068,0.17585884353741496,0.2914285714285715
39,0.019219247705070303,0.7602232142857143,0.17955357142857145,0.3
40,0.019253088821657,0.7645110544217687,0.1795493197278912,0.2914285714285715
41,0.017038971584057434,0.7730527210884353,0.16246598639455784,0.2914285714285715
42,0.013662535301758908,0.7636947278911566,0.1697534013605442,0.3028571428571428
43,0.016989925452624448,0.7522236394557824,0.18126700680272112,0.3142857142857143
44,0.0146117368087871,0.7685969387755102,0.16566326530612246,0.29714285714285715
45,0.012864416508062276,0.7514370748299319,0.17141156462585036,0.32571428571428573
