epoch,loss,selection,pooled_file_eer,elapsed_seconds
2,0.6761313081515254,0.7576340738798972,0.2322982493737274,1285.409554939717
4,0.5437173963782698,0.7672406395624994,0.21693168432099846,2454.3609919985756
6,0.4905495872881147,0.7801254824955858,0.20784080860403742,3559.1443838803098
8,0.4261083860233157,0.774509919927991,0.21254123716307588,4644.494885310531
