DATASET,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
factorial_eval_1200_v2,1200,1200,1050,1050,0.2749090909090909,0.3142857142857143,0.2380952380952381,0.9582412698412699,0.9593650793650794,0.7282597402597403,0.9588031746031747,0.7513140836940837
phone_factorial_1200_v1,1200,1200,800,800,0.15414285714285714,0.21250000000000002,0.16000000000000003,0.9970656250000001,0.9924937500000002,0.8324285714285714,0.9947796875000001,0.8486636830357143
yue_cross_component_audit_v1,124,124,108,124,0.19157608695652173,0.2875,0.16129032258064513,0.9710648148148149,,0.7983248597475455,,
suno_vocals_v1,13,13,13,13,,,,,,,,
