EPOCH,TRAIN_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,1.0199526400446035,0.7575051471346115,0.8108025020614306,0.7042077922077923
1,0.5279008824405053,0.7631348819830963,0.8182437899402185,0.7080259740259741
2,0.38935616714276855,0.7728229875283448,0.8273602607709751,0.7182857142857143
3,0.3185053906209177,0.7795522250566893,0.8305330215419502,0.7285714285714285
4,0.2661967875181342,0.7751266233766234,0.8253441558441559,0.724909090909091
5,0.23869211167740306,0.7722175582354154,0.8259675840032984,0.7184675324675325
6,0.212897701068319,0.7839142895794681,0.8312311765615336,0.7365974025974026
7,0.19502207374186825,0.7661200525664813,0.8189154298082871,0.7133246753246754
8,0.17632831190880255,0.7739462675221604,0.8214509766027623,0.7264415584415584
9,0.15763114532120795,0.781634862657184,0.828230764275407,0.7350389610389609
10,0.15720588837167343,0.7717473781179138,0.8280661848072562,0.7154285714285714
11,0.13683912990172561,0.7834953102453104,0.8351724386724387,0.7318181818181819
12,0.1367203462466919,0.7861212894248608,0.8377490723562151,0.7344935064935065
13,0.12253335867371919,0.7778370632343847,0.8291806199752628,0.7264935064935065
14,0.12034525352416278,0.774842094413523,0.8289049680478253,0.7207792207792209
15,0.10825014844697585,0.771808596165739,0.8249938157081015,0.7186233766233766
16,0.10691760343720587,0.7744879406307978,0.8308719851576994,0.7181038961038961
17,0.1170936634214662,0.7781629560915275,0.8298324056895485,0.7264935064935065
18,0.10189268897495253,0.7792840586992373,0.8297888966192539,0.7287792207792207
19,0.09660763490489489,0.769259224902082,0.8240509173366315,0.7144675324675325
20,0.09821157891088896,0.7770237128942485,0.8309824907235621,0.7230649350649351
21,0.08896731248246037,0.783776186611008,0.8321497758194187,0.7354025974025973
22,0.0845408100541011,0.7790271657905588,0.8279764095031953,0.7300779220779221
23,0.07849945093123176,0.7810587314471242,0.8325849953617811,0.7295324675324675
24,0.0870034495743809,0.7794366947536591,0.8306655972995258,0.7282077922077922
25,0.08061020984146879,0.7837945591115234,0.8311995078334363,0.7363896103896104
26,0.07548661282111843,0.780710942331478,0.8301751314162028,0.7312467532467533
27,0.08407942838832844,0.7830408614203257,0.8338739306328592,0.7322077922077923
