MEMBER,DATASET,N,VOICE_EER,MUSIC_EER,FILE_EER,ADS
0,factorial_eval_1200_v2_dev,400,0.22857142857142854,0.2628571428571429,0.22472727272727272,0.7630649350649351
0,factorial_eval_1200_v2_holdout,400,0.19428571428571428,0.22857142857142854,0.19236363636363638,0.7963896103896104
0,phone_factorial_1200_v1,1200,0.17000000000000004,0.14,0.14585714285714285,0.8510714285714286
0,yue_cross_component_audit_v1,124,0.21250000000000002,0.12903225806451613,0.12771739130434784,0.8549316269284712
0,suno_vocals_v1,13,,,,
0,suno_vocals_codec_stress_v1,65,,,,
