EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.49020295141050624,0.702520485466914,0.7136659451659453,0.6276623376623377
2,0.23020413019515912,0.7549971655328799,0.7564537037037037,0.68
4,0.16418947336565742,0.7529379251700681,0.7596488095238095,0.6771428571428572
6,0.13567701810224547,0.7774235080395795,0.7798319805194804,0.6971168831168831
8,0.11650972309739747,0.7674610904968048,0.7798327320827321,0.690051948051948
10,0.09490485144097631,0.7847888450834879,0.7852058982683983,0.7156103896103896
12,0.0852685411386062,0.7826877705627706,0.7795629509379509,0.7190000000000001
14,0.07712019047333181,0.7806972402597403,0.7835271464646465,0.7074545454545454
16,0.07230284044889,0.7654238430220573,0.7670802368927369,0.6819999999999999
18,0.06778243831796929,0.7744820269016698,0.7849524711399711,0.6975064935064935
20,0.06790586849771933,0.8004400510204082,0.7957529761904762,0.7211428571428571
22,0.05873603950082633,0.7520418856936714,0.7709151936026936,0.6799999999999999
24,0.054380027038606615,0.7325244408369408,0.7573625841750841,0.6436666666666667
26,0.052394678258054765,0.7283081709956709,0.7570523989898991,0.6356666666666666
28,0.04625946169115525,0.7727435837971552,0.7833322510822511,0.6963333333333334
30,0.04528012186068172,0.7481748608534322,0.7708484848484849,0.6579999999999999
32,0.04194889894527633,0.6737445114409399,0.7439475108225108,0.5780000000000001
34,0.041080368345259376,0.7791893037518037,0.7848518819143818,0.7005974025974027
36,0.03768463368861829,0.7564747217068646,0.7772723665223663,0.6639999999999999
38,0.0348260147879971,0.7671853741496598,0.7821884920634922,0.6859999999999999
40,0.03500247478017823,0.7550148809523809,0.7732172619047618,0.671
