EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS,LOSS_COMPONENT,LOSS_FILE,LOSS_LOCAL,LOSS_PRESENCE,LOSS_GLOBAL_PRESENCE,LOSS_COMPONENT_CONSISTENCY,LOSS_CHANNEL_CONSISTENCY
0,1.4524141550064087,0.5914114583333333,0.6468854166666667,0.5359375,0.7210325598716736,0.6921110153198242,0.7295691967010498,0.7001635432243347,0.6483553647994995,0.004360262304544449,0.002197373891249299
5,0.9656921029090881,0.6989398148148149,0.7291296296296297,0.6687500000000001,0.4786869287490845,0.5050510764122009,0.605292558670044,0.309536337852478,0.2276984304189682,0.019543759524822235,0.006168270017951727
10,0.7918245792388916,0.7286753472222223,0.7513506944444446,0.7060000000000001,0.38139915466308594,0.3971604108810425,0.542853832244873,0.2823711633682251,0.18607264757156372,0.046560145914554596,0.012092072516679764
15,0.6560591459274292,0.7502019675925927,0.7647789351851854,0.7356250000000001,0.3131519556045532,0.32413992285728455,0.4524243175983429,0.2517072558403015,0.16449981927871704,0.040696658194065094,0.012304291129112244
20,0.5366135835647583,0.7615844907407407,0.7809467592592593,0.7422222222222222,0.2518289089202881,0.251373827457428,0.377787709236145,0.24762801826000214,0.144336998462677,0.04610730707645416,0.012453848496079445
25,0.4370712339878082,0.7746527777777779,0.7949722222222223,0.7543333333333334,0.20282889902591705,0.19394457340240479,0.30618253350257874,0.23600757122039795,0.13110491633415222,0.04480963200330734,0.01176595687866211
30,0.35474318265914917,0.781390625,0.8051145833333333,0.7576666666666666,0.1585318148136139,0.14779110252857208,0.26080021262168884,0.22179719805717468,0.12493585050106049,0.04034213349223137,0.010715851560235023
35,0.2882988452911377,0.7758315972222222,0.8069965277777778,0.7446666666666666,0.12619329988956451,0.11282254010438919,0.20908796787261963,0.2118382453918457,0.11418427526950836,0.035885583609342575,0.009303332306444645
40,0.23502634465694427,0.7793802083333333,0.8097604166666666,0.749,0.09859000891447067,0.08522552996873856,0.1736605316400528,0.20409512519836426,0.10631346702575684,0.030844222754240036,0.007627309765666723
45,0.1931019127368927,0.7721591435185184,0.8074293981481482,0.7368888888888888,0.0766255110502243,0.06598067283630371,0.1438300907611847,0.19711413979530334,0.09909076243638992,0.0248202346265316,0.006157774478197098
50,0.1610281765460968,0.7838645833333333,0.8170625,0.7506666666666666,0.061480775475502014,0.05248486250638962,0.11622702330350876,0.18659019470214844,0.09147439897060394,0.02037888392806053,0.0050062937662005424
55,0.13548192381858826,0.7848055555555555,0.8146111111111111,0.755,0.04906034842133522,0.04260315001010895,0.09563154727220535,0.1780172884464264,0.08305566012859344,0.016315501183271408,0.004196336027234793
60,0.11486481875181198,0.7910127314814815,0.8169143518518519,0.7651111111111112,0.03952355310320854,0.03427781164646149,0.07912059128284454,0.16818533837795258,0.07663500308990479,0.013279115781188011,0.003712507663294673
65,0.09751247614622116,0.7852378472222222,0.8174756944444445,0.753,0.03136235475540161,0.027879057452082634,0.06499867141246796,0.16085249185562134,0.06993722915649414,0.010267212055623531,0.0031574564054608345
70,0.08978565037250519,0.7904780092592593,0.8175115740740742,0.7634444444444444,0.029500123113393784,0.025631818920373917,0.052653856575489044,0.15448090434074402,0.06490811705589294,0.010430888272821903,0.003547126427292824
75,0.09447270631790161,0.7848107638888888,0.815954861111111,0.7536666666666666,0.03306962549686432,0.028296226635575294,0.05813221633434296,0.14775234460830688,0.059284716844558716,0.012835090979933739,0.003828376531600952
80,0.07693623751401901,0.790470486111111,0.8202743055555555,0.7606666666666666,0.02306423708796501,0.02102535404264927,0.05010772496461868,0.1417379528284073,0.056750304996967316,0.007337444927543402,0.0032540650572627783
