EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS,MEAN_FILE_EER,MEAN_MUSIC_EER
0,0.5171385652947363,0.7619147469593899,0.7853824555074556,0.6881558441558442,0.20384776334776336,0.1610374149659864
2,0.16131812359836176,0.7752482252370646,0.806033158970659,0.708935064935065,0.1892849927849928,0.13393707482993195
4,0.11371974993069163,0.7902664721191507,0.7979184102934104,0.7346493506493506,0.19490007215007216,0.13400510204081634
6,0.08631183703821493,0.7700645968614719,0.7945920815295816,0.7038441558441558,0.19694588744588745,0.13565476190476192
8,0.06880247916822023,0.7810808016388373,0.8021423160173159,0.722103896103896,0.18789718614718615,0.1376105442176871
10,0.06616388816585857,0.7780692930581323,0.7963554292929292,0.7110909090909091,0.19460497835497836,0.1324489795918367
12,0.05593673833621564,0.7761162324778397,0.7938493265993266,0.7158181818181818,0.1974011544011544,0.14253401360544218
14,0.05017630294373857,0.7751764455782313,0.7958948412698411,0.7182857142857142,0.19154761904761905,0.1502891156462585
16,0.043725417267322035,0.7967543579931973,0.8141359126984127,0.7388571428571429,0.17416666666666666,0.13655612244897958
18,0.03992338742338627,0.7975011756596578,0.8109161556036556,0.7358441558441559,0.17984271284271286,0.13592687074829932
20,0.04196197538108956,0.8051104636930531,0.8136199795574797,0.7442337662337661,0.17339466089466088,0.13024659863945579
22,0.035620379202400985,0.7853622642238713,0.8171165223665223,0.7215324675324676,0.17170670995670997,0.13604591836734695
24,0.030965454173067647,0.7762450235776128,0.8075341810966812,0.7072467532467532,0.1836114718614719,0.13625850340136053
26,0.025599248938605327,0.7704159258400329,0.8057938912938912,0.6962077922077922,0.1893856421356421,0.13235544217687076
28,0.02852256566300677,0.7971917839105339,0.8154984367484367,0.7329350649350649,0.17357070707070707,0.1269047619047619
30,0.021873470012210405,0.7910406520562769,0.8142367424242424,0.7325454545454545,0.1797608225108225,0.13666666666666666
32,0.019892824125946097,0.7986304692331478,0.8222119408369409,0.7296883116883117,0.16196320346320348,0.13156462585034015
34,0.0173497743147815,0.7874406694495981,0.8196632395382396,0.7218961038961039,0.1736504329004329,0.13055272108843538
36,0.016262121114079833,0.7965848697433519,0.8153676948051948,0.7348311688311688,0.17678463203463204,0.12348639455782315
38,0.014087524446892836,0.8002166917903526,0.8159524711399712,0.7335064935064934,0.1752175324675325,0.1251700680272109
40,0.016544892372564696,0.8081186224489796,0.8267440476190476,0.7497142857142857,0.16267857142857142,0.12366496598639456
42,0.012094518869658434,0.8209143089053803,0.8312801226551226,0.7725974025974027,0.16244155844155844,0.11105442176870749
44,0.01229390997558014,0.8080846088435374,0.8157757936507936,0.7565714285714287,0.1744047619047619,0.12620748299319728
46,0.010221670401273034,0.8136451086116265,0.8247425144300143,0.7552467532467533,0.16545670995670994,0.11943027210884356
48,0.007489426599656443,0.8092154162801484,0.8208790584415585,0.7506493506493507,0.17414610389610388,0.11324829931972791
50,0.008960286010811763,0.809700061842919,0.8218962842712844,0.7489610389610389,0.16504004329004332,0.12402210884353744
52,0.0061026140892839875,0.8099146277829314,0.8202078823953824,0.755038961038961,0.17019805194805196,0.1231122448979592
54,0.004943440765902408,0.8073715793135436,0.8219648268398269,0.747038961038961,0.16501948051948054,0.12244897959183675
56,0.005297284843714336,0.812482896567718,0.8222586580086579,0.7540519480519481,0.16741883116883116,0.11837585034013608
58,0.006372543553262539,0.8049566133271491,0.8204588744588746,0.7487532467532467,0.17007900432900433,0.12118197278911566
60,0.0034328134566837076,0.8112308673469388,0.8200436507936509,0.7554285714285713,0.1692857142857143,0.11891156462585037
62,0.0033939751866923287,0.809828063801278,0.8233843193843194,0.7551948051948052,0.16847041847041846,0.11935374149659868
