EPOCH,LOSS,SELECTION,MEAN_MUSIC_EER,WORST_MUSIC_EER,LOSS_FILE,LOSS_LOCAL_FAKE,LOSS_PRESENCE
0,1.208616852760315,0.5918452380952381,0.3413095238095238,0.475,0.7004839777946472,0.7135893702507019,0.7566913366317749
5,1.0417276620864868,0.6938392857142857,0.25107142857142856,0.36124999999999996,0.6003284454345703,0.617983877658844,0.662036657333374
10,0.9812495708465576,0.7316369047619048,0.22005952380952382,0.31666666666666665,0.556925356388092,0.5937559604644775,0.6372309923171997
15,0.9451526403427124,0.7466964285714286,0.20660714285714285,0.30000000000000004,0.532243549823761,0.57713782787323,0.6217010021209717
20,0.9184350371360779,0.7503571428571428,0.1992857142857143,0.30000000000000004,0.5136070251464844,0.5649094581604004,0.6118664145469666
25,0.8986018896102905,0.7558928571428571,0.1982142857142857,0.29000000000000004,0.5014715790748596,0.5537917613983154,0.601172149181366
30,0.8832058906555176,0.7582142857142857,0.19357142857142853,0.29000000000000004,0.49171939492225647,0.545911967754364,0.5926526784896851
35,0.8708216547966003,0.7620386904761904,0.18925595238095236,0.2866666666666666,0.4826821982860565,0.5423195958137512,0.5848983526229858
40,0.8611664175987244,0.7663988095238095,0.18386904761904763,0.2833333333333333,0.47661295533180237,0.5380303263664246,0.5776915550231934
45,0.8521531224250793,0.7651488095238095,0.1863690476190476,0.2833333333333333,0.4705156087875366,0.5349304676055908,0.5708613991737366
50,0.84389328956604,0.7692857142857144,0.1814285714285714,0.28,0.46487072110176086,0.5322656631469727,0.564448893070221
55,0.8374925255775452,0.7729613095238095,0.1807440476190476,0.2733333333333333,0.4608469605445862,0.5299792885780334,0.5582793354988098
60,0.8308389782905579,0.7738988095238095,0.1788690476190476,0.2733333333333333,0.45666223764419556,0.5274367928504944,0.5522916316986084
65,0.8254795074462891,0.7735714285714286,0.18098214285714284,0.271875,0.45310890674591064,0.5261505842208862,0.5464766025543213
70,0.8202638626098633,0.7722470238095238,0.18217261904761908,0.2733333333333333,0.4496138393878937,0.5249689817428589,0.5408275723457336
75,0.8155916333198547,0.7726934523809523,0.18127976190476192,0.2733333333333333,0.44652265310287476,0.5240105390548706,0.5353184342384338
80,0.8114044070243835,0.7703869047619047,0.1825595238095238,0.2766666666666666,0.44378381967544556,0.5232705473899841,0.5299268364906311
85,0.8073207139968872,0.7704315476190476,0.1824702380952381,0.2766666666666666,0.44104623794555664,0.522691011428833,0.5246447324752808
90,0.8037096261978149,0.7714583333333334,0.18208333333333332,0.275,0.4386710524559021,0.522291362285614,0.5194644927978516
95,0.8003208041191101,0.7726934523809523,0.18127976190476192,0.2733333333333333,0.4364449381828308,0.5219990015029907,0.5143818855285645
100,0.7971158623695374,0.7723214285714286,0.18035714285714288,0.275,0.4343368709087372,0.5218023061752319,0.5093894600868225
105,0.7941333651542664,0.7731250000000001,0.17875,0.275,0.4324015974998474,0.5216702818870544,0.5044832229614258
110,0.7913519740104675,0.7713392857142858,0.17919642857142856,0.27812499999999996,0.4306074380874634,0.521625280380249,0.49965938925743103
115,0.7886970043182373,0.7675297619047619,0.1805654761904762,0.28437500000000004,0.4289022386074066,0.5216238498687744,0.49491390585899353
120,0.7862106561660767,0.769077380952381,0.1805952380952381,0.28125,0.4273274838924408,0.5216687917709351,0.490244060754776
125,0.7838621735572815,0.7693154761904761,0.1801190476190476,0.28125,0.4258522689342499,0.5217609405517578,0.4856469929218292
130,0.781620979309082,0.7693154761904761,0.1801190476190476,0.28125,0.4244546592235565,0.5218845009803772,0.4811202883720398
135,0.779489278793335,0.7689583333333334,0.18083333333333332,0.28125,0.4231407344341278,0.5220323801040649,0.4766617715358734
140,0.7774662971496582,0.7689583333333334,0.18083333333333332,0.28125,0.42191383242607117,0.5221970081329346,0.4722695052623749
145,0.7755304574966431,0.7702976190476191,0.18127976190476192,0.27812499999999996,0.4207545220851898,0.522375226020813,0.46794167160987854
150,0.7736776471138,0.7702083333333334,0.1814583333333333,0.27812499999999996,0.4196590781211853,0.522566556930542,0.4636765122413635
155,0.7719036936759949,0.7710119047619048,0.17985119047619044,0.27812499999999996,0.41862690448760986,0.5227644443511963,0.45947274565696716
160,0.77020263671875,0.7705952380952381,0.1806845238095238,0.27812499999999996,0.41765281558036804,0.522968053817749,0.4553288221359253
165,0.7685673236846924,0.7706845238095239,0.18050595238095238,0.27812499999999996,0.41673052310943604,0.5231761932373047,0.45124346017837524
170,0.7669936418533325,0.771279761904762,0.18077380952380953,0.2766666666666666,0.4158572554588318,0.5233865976333618,0.4472155272960663
175,0.7654770612716675,0.7711011904761905,0.18113095238095236,0.2766666666666666,0.41502895951271057,0.5235987305641174,0.44324368238449097
180,0.7640154361724854,0.772172619047619,0.1806547619047619,0.275,0.41424405574798584,0.523811936378479,0.4393269717693329
185,0.762603759765625,0.772172619047619,0.1806547619047619,0.275,0.4134990870952606,0.5240236520767212,0.43546435236930847
190,0.761239230632782,0.7719940476190477,0.18101190476190476,0.275,0.4127914309501648,0.5242337584495544,0.4316547214984894
195,0.7599189877510071,0.7703571428571429,0.18116071428571429,0.27812499999999996,0.41211849451065063,0.5244420766830444,0.42789730429649353
200,0.7586408257484436,0.7707142857142857,0.1804464285714286,0.27812499999999996,0.4114784896373749,0.5246482491493225,0.42419108748435974
205,0.7574021816253662,0.7707142857142857,0.1804464285714286,0.27812499999999996,0.4108692705631256,0.5248517394065857,0.4205351769924164
210,0.7562009692192078,0.770625,0.18062499999999998,0.27812499999999996,0.41028881072998047,0.5250527262687683,0.41692879796028137
