epoch,loss,dev_eer
1,0.7733364820480346,0.34062499999999996
2,0.6328028310090303,0.3125
3,0.552240875735879,0.321875
4,0.5020235953852534,0.36250000000000004
5,0.4784549238160253,0.35
6,0.44769229348748923,0.353125
7,0.39097070675343276,0.34687500000000004
8,0.36389459390193224,0.34687500000000004
9,0.3123434279114008,0.359375
10,0.25793634410947563,0.36875
