HELD_OUT_DATASET,SELECTED_WPT_WEIGHT,FIT_ROBUST_SCORE,HELD_OUT_QUERY_EER,HELD_OUT_FUSED_EER,HELD_OUT_DELTA
mixfake_music_dev_v1,0.5,0.8583531746031746,0.08625000000000002,0.07499999999999998,-0.011250000000000038
external_mixed_v1,0.5,0.8604365079365079,0.10999999999999999,0.09999999999999999,-0.009999999999999995
source_disjoint_mixed_v1,0.5,0.8621031746031746,0.13,0.12,-0.010000000000000009
source_disjoint_mixed_equal_v1,0.3,0.8571031746031746,0.06999999999999998,0.06999999999999998,0.0
source_disjoint_music_v1,0.5,0.8550198412698413,0.04000000000000002,0.03500000000000002,-0.0050000000000000044
factorial_eval_1200_v2_dev,0.4,0.8672222222222222,0.18285714285714283,0.17714285714285716,-0.005714285714285672
telephone_mixed_dev_v1,0.5,0.8675,0.18000000000000002,0.17333333333333334,-0.006666666666666682
