MODEL,AXIS,GROUP,N,IDENTITY_FILE_EER,CANDIDATE_FILE_EER,DELTA_FILE_EER,IDENTITY_VOICE_EER,CANDIDATE_VOICE_EER,DELTA_VOICE_EER,IDENTITY_MUSIC_EER,CANDIDATE_MUSIC_EER,DELTA_MUSIC_EER,IDENTITY_ADS,CANDIDATE_ADS,DELTA_ADS,IDENTITY_CPS,CANDIDATE_CPS,DELTA_CPS,IDENTITY_NORMALIZED_AVAILABLE_ADS,CANDIDATE_NORMALIZED_AVAILABLE_ADS,DELTA_NORMALIZED_AVAILABLE_ADS
v1_strict,DOMAIN,asvspoof_voice_wav_dev_v1,176,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,0.0
v1_strict,DOMAIN,codec_mixed_dev_v4,600,0.2788888888888889,0.2533333333333333,-0.02555555555555561,0.29666666666666663,0.2833333333333333,-0.013333333333333308,0.2733333333333333,0.2533333333333333,-0.020000000000000018,0.7192222222222222,0.7406666666666667,0.021444444444444488,,,,0.7192222222222222,0.7406666666666667,0.021444444444444488
v1_strict,DOMAIN,echoes_fma_paired_v3,111,0.07207792207792209,0.12613636363636366,0.05405844155844157,,,,0.09009740259740262,0.09009740259740262,0.0,,,,,,,0.9211647727272727,0.8873782467532467,-0.03378652597402598
v1_strict,DOMAIN,external_mixed_v1,400,0.21166666666666667,0.11833333333333335,-0.09333333333333332,0.31000000000000005,0.21499999999999997,-0.09500000000000008,0.125,0.135,0.010000000000000009,0.7946666666666666,0.8573333333333333,0.06266666666666665,,,,0.7946666666666666,0.8573333333333333,0.06266666666666665
v1_strict,DOMAIN,external_mixed_v1_telephone_v1,400,0.20833333333333331,0.14166666666666666,-0.06666666666666665,0.31999999999999995,0.22999999999999998,-0.08999999999999997,0.125,0.15500000000000003,0.030000000000000027,0.7943333333333333,0.8366666666666667,0.042333333333333334,,,,0.7943333333333333,0.8366666666666667,0.042333333333333334
v1_strict,DOMAIN,factorial_eval_1200_v2,400,0.23236363636363638,0.2629090909090909,0.030545454545454542,0.2857142857142857,0.29714285714285715,0.011428571428571455,0.2114285714285714,0.22857142857142854,0.017142857142857126,0.7632467532467533,0.7405454545454545,-0.022701298701298778,0.9996285714285714,0.9996285714285714,0.0,0.7632467532467533,0.7405454545454545,-0.022701298701298778
v1_strict,DOMAIN,mixfake_music_dev_v1,1600,0.07499999999999998,0.06499999999999997,-0.010000000000000009,0.10250000000000001,0.08374999999999999,-0.018750000000000017,0.07625000000000001,0.07874999999999999,0.0024999999999999745,0.919125,0.927125,0.008000000000000007,,,,0.919125,0.927125,0.008000000000000007
v1_strict,DOMAIN,multigen_voice_v2,90,0.06666666666666665,0.058333333333333355,-0.008333333333333297,0.09999999999999999,0.09166666666666669,-0.008333333333333304,,,,,,,,,,0.923809523809524,0.9321428571428572,0.008333333333333193
v1_strict,DOMAIN,source_disjoint_mixed_v1,200,0.21999999999999997,0.18000000000000002,-0.03999999999999995,0.15000000000000002,0.13,-0.020000000000000018,0.16000000000000003,0.14,-0.020000000000000018,0.812,0.842,0.029999999999999916,,,,0.812,0.842,0.029999999999999916
v1_strict,DOMAIN,source_disjoint_mixed_v1_telephone_v1,200,0.2833333333333333,0.21999999999999997,-0.06333333333333335,0.14,0.09999999999999999,-0.04000000000000002,0.31000000000000005,0.26,-0.050000000000000044,0.7373333333333333,0.792,0.05466666666666675,,,,0.7373333333333333,0.792,0.05466666666666675
v1_strict,DOMAIN,source_disjoint_music_v1,400,0.03500000000000002,0.06499999999999997,0.029999999999999957,,,,0.050000000000000024,0.09999999999999999,0.04999999999999997,,,,,,,0.9593749999999999,0.921875,-0.03749999999999987
v1_strict__voice_only,DOMAIN,asvspoof_voice_wav_dev_v1,176,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,0.0
v1_strict__voice_only,DOMAIN,codec_mixed_dev_v4,600,0.2788888888888889,0.2788888888888889,0.0,0.29666666666666663,0.2833333333333333,-0.013333333333333308,0.2733333333333333,0.2733333333333333,0.0,0.7192222222222222,0.7218888888888888,0.002666666666666595,,,,0.7192222222222222,0.7218888888888888,0.002666666666666595
v1_strict__voice_only,DOMAIN,echoes_fma_paired_v3,111,0.07207792207792209,0.07207792207792209,0.0,,,,0.09009740259740262,0.09009740259740262,0.0,,,,,,,0.9211647727272727,0.9211647727272727,0.0
v1_strict__voice_only,DOMAIN,external_mixed_v1,400,0.21166666666666667,0.21166666666666667,0.0,0.31000000000000005,0.21499999999999997,-0.09500000000000008,0.125,0.125,0.0,0.7946666666666666,0.8136666666666668,0.019000000000000128,,,,0.7946666666666666,0.8136666666666668,0.019000000000000128
v1_strict__voice_only,DOMAIN,external_mixed_v1_telephone_v1,400,0.20833333333333331,0.20833333333333331,0.0,0.31999999999999995,0.22999999999999998,-0.08999999999999997,0.125,0.125,0.0,0.7943333333333333,0.8123333333333334,0.018000000000000016,,,,0.7943333333333333,0.8123333333333334,0.018000000000000016
v1_strict__voice_only,DOMAIN,factorial_eval_1200_v2,400,0.23236363636363638,0.23236363636363638,0.0,0.2857142857142857,0.29714285714285715,0.011428571428571455,0.2114285714285714,0.2114285714285714,0.0,0.7632467532467533,0.760961038961039,-0.0022857142857143353,0.9996285714285714,0.9996285714285714,0.0,0.7632467532467533,0.760961038961039,-0.0022857142857143353
v1_strict__voice_only,DOMAIN,mixfake_music_dev_v1,1600,0.07499999999999998,0.07499999999999998,0.0,0.10250000000000001,0.08374999999999999,-0.018750000000000017,0.07625000000000001,0.07625000000000001,0.0,0.919125,0.922875,0.003750000000000031,,,,0.919125,0.922875,0.003750000000000031
v1_strict__voice_only,DOMAIN,multigen_voice_v2,90,0.06666666666666665,0.06666666666666665,0.0,0.09999999999999999,0.09166666666666669,-0.008333333333333304,,,,,,,,,,0.923809523809524,0.9261904761904762,0.0023809523809522615
v1_strict__voice_only,DOMAIN,source_disjoint_mixed_v1,200,0.21999999999999997,0.21999999999999997,0.0,0.15000000000000002,0.13,-0.020000000000000018,0.16000000000000003,0.16000000000000003,0.0,0.812,0.8160000000000001,0.0040000000000000036,,,,0.812,0.8160000000000001,0.0040000000000000036
v1_strict__voice_only,DOMAIN,source_disjoint_mixed_v1_telephone_v1,200,0.2833333333333333,0.2833333333333333,0.0,0.14,0.09999999999999999,-0.04000000000000002,0.31000000000000005,0.31000000000000005,0.0,0.7373333333333333,0.7453333333333333,0.008000000000000007,,,,0.7373333333333333,0.7453333333333333,0.008000000000000007
