EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,1.2822260326809354,0.6632472643097644,0.6725984247234248,0.653896103896104
2,0.9089446283049054,0.7157869318181818,0.7544569805194805,0.6771168831168831
4,0.6300831569565667,0.7314652777777777,0.7777876984126985,0.685142857142857
6,0.4565839187966453,0.74244476010101,0.7868115981240981,0.6980779220779221
8,0.35859748389985824,0.7519614898989899,0.7905723304473306,0.7133506493506494
10,0.27523402455780244,0.7465512415824916,0.8007388468013469,0.6923636363636364
12,0.24730265264709791,0.7565381944444445,0.8005049603174603,0.7125714285714285
14,0.1927871662709448,0.756632680976431,0.8067978294853296,0.7064675324675325
16,0.18381188064813614,0.7518280723905724,0.8009548460798461,0.7027012987012987
18,0.15160415052539772,0.7523521675084175,0.8066264129389129,0.6980779220779221
20,0.1395407970994711,0.7632002314814814,0.81554332010582,0.7108571428571429
22,0.12655266312261423,0.7613099747474747,0.814957611832612,0.7076623376623377
24,0.12048046559923226,0.7622791456228957,0.808220628908129,0.7163376623376623
26,0.10086611534158389,0.7548996212121213,0.8100070346320347,0.6997922077922077
28,0.09584662690758705,0.7514695917508417,0.8027313912938913,0.7002077922077922
30,0.0784868382745319,0.7619137205387205,0.8176975709475709,0.7061298701298702
32,0.08732342326806651,0.7533938341750842,0.810424031986532,0.6963636363636364
34,0.08239970304485825,0.7533232323232324,0.8125685425685426,0.6940779220779221
36,0.06964266972823276,0.7510482954545454,0.8098887987012987,0.6922077922077923
38,0.06510718818753958,0.7517977693602694,0.8066604737854739,0.696935064935065
40,0.06237806545363532,0.7702218013468014,0.8151189273689273,0.7253246753246754
42,0.07850989544143279,0.768903409090909,0.8142224025974025,0.7235844155844156
44,0.05142151036610206,0.7512248526936027,0.8032289261664262,0.6992207792207792
46,0.04899412186609374,0.7606412037037038,0.816710978835979,0.7045714285714286
48,0.06144492835220364,0.7512635732323234,0.8108907828282831,0.6916363636363636
50,0.0623187017109659,0.7563551136363637,0.8056193181818182,0.7070909090909091
52,0.04602485175968872,0.7607272727272727,0.8096363636363636,0.7118181818181819
54,0.043487156379140086,0.7598784722222223,0.8140426587301587,0.7057142857142857
56,0.04571676502625147,0.7591354166666666,0.8108422619047619,0.7074285714285714
58,0.04376157564628455,0.7526940235690236,0.8080633718133718,0.6973246753246753
60,0.05485068142621054,0.7525618686868687,0.8035652958152957,0.7015584415584416
62,0.044349847568406,0.7586381523569024,0.8071724086099087,0.7101038961038961
64,0.04232346452772617,0.7528904671717171,0.8059627525252525,0.6998181818181818
