EPOCH,TRAIN_LOSS,BASE_LOSS,INVARIANCE_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.5825312580664953,0.5327727774779002,0.04975847914512269,0.7548294402356903,0.8146199194324194,0.6950389610389611
1,0.33352512374520304,0.2686738022069136,0.06485132230849315,0.7724026725589225,0.8202598905723905,0.7245454545454545
2,0.24563014622529347,0.18811457292363049,0.05751557334147704,0.7420189393939394,0.8213625541125541,0.6626753246753246
3,0.2018376778550446,0.1514786367888252,0.05035904101334745,0.7448129208754208,0.8280933742183741,0.6615324675324675
4,0.17468018445993463,0.12883291582452755,0.04584726851343294,0.7606921296296296,0.8242414021164022,0.6971428571428572
5,0.15358361648954452,0.11105276120748991,0.04253085534075217,0.7776226851851852,0.832959656084656,0.7222857142857143
6,0.13497045977724095,0.09909855894340823,0.03587190074685835,0.7666830808080809,0.8250284992784994,0.7083376623376623
7,0.123663342072318,0.0906686140387319,0.03299472785281493,0.7517403198653199,0.821584535834536,0.6818961038961039
8,0.11916325723923121,0.08643689312273636,0.03272636435194848,0.774012521043771,0.8346484187109188,0.7133766233766233
9,0.10730440990347415,0.0796176658826104,0.02768674389970147,0.7575926978114479,0.8180165644540646,0.6971688311688312
10,0.09964773912758877,0.07418804643039281,0.02545969271028048,0.7682623106060606,0.8294856601731602,0.707038961038961
11,0.09718841260896685,0.06953603286008972,0.027652379656335824,0.7657595749158249,0.8300126563251563,0.7015064935064935
12,0.09157449313090182,0.06779789647405657,0.023776596736379663,0.7691709806397307,0.8307055976430976,0.7076363636363636
13,0.08529471474893702,0.06120293034570447,0.02409178462951013,0.7680833333333332,0.8213095238095237,0.7148571428571429
14,0.08728996809168409,0.06421661980714029,0.023073348385136645,0.7729425505050506,0.8346383477633478,0.7112467532467533
15,0.07543947565089912,0.056098243135376834,0.0193412325116351,0.7735902777777778,0.8397519841269842,0.7074285714285714
