DATASET,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
factorial_eval_1200_v2,1200,1200,1050,1050,0.27745454545454545,0.3276190476190476,0.23428571428571432,0.9587174603174604,0.9608634920634921,0.7254632034632036,0.9597904761904763,0.7488959307359309
phone_factorial_1200_v1,1200,1200,800,800,0.14414285714285713,0.20499999999999996,0.16749999999999998,0.9980125,0.993278125,0.8366785714285715,0.9956453125,0.8525752455357143
yue_cross_component_audit_v1,124,124,108,124,0.2126358695652174,0.2958333333333334,0.14516129032258063,0.96875,,0.7909670114539504,,
suno_vocals_v1,13,13,13,13,,,,,,,,
