ROUTE,NONPHONE_W,PHONE_W,dev_FILE_EER,dev_ADS,factorial_FILE_EER,factorial_ADS,phone_FILE_EER,phone_ADS,yue_FILE_EER,yue_ADS,dev_DELTA,factorial_DELTA,phone_DELTA,yue_DELTA,AUDIT_MIN_DELTA,AUDIT_MEAN_DELTA
soft,0.0,0.15,0.19999999999999998,0.7914285714285714,0.21527272727272728,0.7906493506493506,0.12828571428571428,0.8651071428571429,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.0038181818181819427,0.010857142857142899,0.0,-0.0038181818181819427,0.0023463203463203186
hard,0.0,0.15,0.19999999999999998,0.7914285714285714,0.21527272727272728,0.7906493506493506,0.12828571428571428,0.8651071428571429,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.0038181818181819427,0.010857142857142899,0.0,-0.0038181818181819427,0.0023463203463203186
soft,0.0,0.1,0.19999999999999998,0.7914285714285714,0.21527272727272728,0.7906493506493506,0.13,0.86425,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.0038181818181819427,0.010000000000000009,0.0,-0.0038181818181819427,0.002060606060606022
soft,0.0,0.125,0.19999999999999998,0.7914285714285714,0.21527272727272728,0.7906493506493506,0.13,0.86425,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.0038181818181819427,0.010000000000000009,0.0,-0.0038181818181819427,0.002060606060606022
hard,0.0,0.1,0.19999999999999998,0.7914285714285714,0.21527272727272728,0.7906493506493506,0.13,0.86425,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.0038181818181819427,0.010000000000000009,0.0,-0.0038181818181819427,0.002060606060606022
hard,0.0,0.125,0.19999999999999998,0.7914285714285714,0.21527272727272728,0.7906493506493506,0.13,0.86425,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.0038181818181819427,0.010000000000000009,0.0,-0.0038181818181819427,0.002060606060606022
soft,0.0,0.075,0.19999999999999998,0.7914285714285714,0.21527272727272728,0.7906493506493506,0.13171428571428573,0.8633928571428571,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.0038181818181819427,0.00914285714285712,0.0,-0.0038181818181819427,0.0017748917748917255
hard,0.0,0.075,0.19999999999999998,0.7914285714285714,0.21527272727272728,0.7906493506493506,0.13171428571428573,0.8633928571428571,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.0038181818181819427,0.00914285714285712,0.0,-0.0038181818181819427,0.0017748917748917255
soft,0.0,0.2,0.19999999999999998,0.7914285714285714,0.2229090909090909,0.7868311688311689,0.11828571428571427,0.8701071428571427,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.007636363636363663,0.015857142857142792,0.0,-0.007636363636363663,0.0027402597402597095
hard,0.0,0.2,0.19999999999999998,0.7914285714285714,0.2229090909090909,0.7868311688311689,0.11828571428571427,0.8701071428571427,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.007636363636363663,0.015857142857142792,0.0,-0.007636363636363663,0.0027402597402597095
soft,0.0,0.25,0.19999999999999998,0.7914285714285714,0.22472727272727272,0.7859220779220779,0.11414285714285716,0.8721785714285715,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.008545454545454634,0.017928571428571516,0.0,-0.008545454545454634,0.003127705627705627
hard,0.0,0.25,0.19999999999999998,0.7914285714285714,0.22472727272727272,0.7859220779220779,0.11414285714285716,0.8721785714285715,0.09578804347826086,0.8881409244974288,0.0038181818181817206,-0.008545454545454634,0.017928571428571516,0.0,-0.008545454545454634,0.003127705627705627
soft,0.05,0.125,0.2018181818181818,0.7905194805194805,0.20763636363636362,0.7944675324675325,0.13,0.86425,0.09578804347826086,0.8881409244974288,0.002909090909090861,0.0,0.010000000000000009,0.0,0.0,0.003333333333333336
hard,0.05,0.125,0.2018181818181818,0.7905194805194805,0.20763636363636362,0.7944675324675325,0.13,0.86425,0.09578804347826086,0.8881409244974288,0.002909090909090861,0.0,0.010000000000000009,0.0,0.0,0.003333333333333336
soft,0.0,0.025,0.2018181818181818,0.7905194805194805,0.20763636363636362,0.7944675324675325,0.1482857142857143,0.8551071428571428,0.09578804347826086,0.8881409244974288,0.002909090909090861,0.0,0.0008571428571428896,0.0,0.0,0.0002857142857142965
hard,0.0,0.025,0.2018181818181818,0.7905194805194805,0.20763636363636362,0.7944675324675325,0.1482857142857143,0.8551071428571428,0.09578804347826086,0.8881409244974288,0.002909090909090861,0.0,0.0008571428571428896,0.0,0.0,0.0002857142857142965
soft,0.05,0.15,0.2018181818181818,0.7905194805194805,0.20945454545454545,0.7935584415584416,0.12828571428571428,0.8651071428571429,0.09578804347826086,0.8881409244974288,0.002909090909090861,-0.0009090909090909705,0.010857142857142899,0.0,-0.0009090909090909705,0.003316017316017309
hard,0.05,0.15,0.2018181818181818,0.7905194805194805,0.20945454545454545,0.7935584415584416,0.12828571428571428,0.8651071428571429,0.09578804347826086,0.8881409244974288,0.002909090909090861,-0.0009090909090909705,0.010857142857142899,0.0,-0.0009090909090909705,0.003316017316017309
soft,0.0,0.05,0.2018181818181818,0.7905194805194805,0.20945454545454545,0.7935584415584416,0.1382857142857143,0.8601071428571427,0.09578804347826086,0.8881409244974288,0.002909090909090861,-0.0009090909090909705,0.005857142857142783,0.0,-0.0009090909090909705,0.0016493506493506043
hard,0.0,0.05,0.2018181818181818,0.7905194805194805,0.20945454545454545,0.7935584415584416,0.1382857142857143,0.8601071428571427,0.09578804347826086,0.8881409244974288,0.002909090909090861,-0.0009090909090909705,0.005857142857142783,0.0,-0.0009090909090909705,0.0016493506493506043
soft,0.05,0.2,0.2018181818181818,0.7905194805194805,0.21527272727272728,0.7906493506493506,0.11828571428571427,0.8701071428571427,0.09578804347826086,0.8881409244974288,0.002909090909090861,-0.0038181818181819427,0.015857142857142792,0.0,-0.0038181818181819427,0.00401298701298695
hard,0.05,0.2,0.2018181818181818,0.7905194805194805,0.21527272727272728,0.7906493506493506,0.11828571428571427,0.8701071428571427,0.09578804347826086,0.8881409244974288,0.002909090909090861,-0.0038181818181819427,0.015857142857142792,0.0,-0.0038181818181819427,0.00401298701298695
soft,0.025,0.15,0.20763636363636362,0.7876103896103896,0.2018181818181818,0.7973766233766233,0.12828571428571428,0.8651071428571429,0.09578804347826086,0.8881409244974288,0.0,0.00290909090909075,0.010857142857142899,0.0,0.0,0.004588744588744549
hard,0.025,0.15,0.20763636363636362,0.7876103896103896,0.2018181818181818,0.7973766233766233,0.12828571428571428,0.8651071428571429,0.09578804347826086,0.8881409244974288,0.0,0.00290909090909075,0.010857142857142899,0.0,0.0,0.004588744588744549
soft,0.025,0.125,0.20763636363636362,0.7876103896103896,0.2018181818181818,0.7973766233766233,0.13,0.86425,0.09578804347826086,0.8881409244974288,0.0,0.00290909090909075,0.010000000000000009,0.0,0.0,0.004303030303030253
hard,0.025,0.125,0.20763636363636362,0.7876103896103896,0.2018181818181818,0.7973766233766233,0.13,0.86425,0.09578804347826086,0.8881409244974288,0.0,0.00290909090909075,0.010000000000000009,0.0,0.0,0.004303030303030253
soft,0.05,0.075,0.20763636363636362,0.7876103896103896,0.20763636363636362,0.7944675324675325,0.13171428571428573,0.8633928571428571,0.09578804347826086,0.8881409244974288,0.0,0.0,0.00914285714285712,0.0,0.0,0.00304761904761904
hard,0.05,0.075,0.20763636363636362,0.7876103896103896,0.20763636363636362,0.7944675324675325,0.13171428571428573,0.8633928571428571,0.09578804347826086,0.8881409244974288,0.0,0.0,0.00914285714285712,0.0,0.0,0.00304761904761904
soft,0.05,0.05,0.20763636363636362,0.7876103896103896,0.20763636363636362,0.7944675324675325,0.1382857142857143,0.8601071428571427,0.09578804347826086,0.8881409244974288,0.0,0.0,0.005857142857142783,0.0,0.0,0.0019523809523809277
