DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.28181818181818186,0.3142857142857143,0.2628571428571429,0.7173766233766233
phone_factorial_1200_v1,clean,0.2958571428571428,0.27749999999999997,0.35,0.6915714285714286
yue_cross_component_audit_v1,clean,0.2235054347826087,0.2958333333333334,0.24193548387096775,0.7564999707807387
